duration,src_bytes,dst_bytes,src_pkts,dst_pkts,src_ip_bytes,dst_ip_bytes,missed_bytes,conn_state_enc,proto_enc,service_enc,http_request_body_len,http_response_body_len,dns_qclass,ssl_version_enc,weird_notice_enc,label,attack_type
-6.605603090398854,1379.5193479762818,373.4297291102464,0,9,1420.122593382171,1065.8245453008903,2.81539283976541,2,2,3,-4.117394633865048,1.1742167856344343,-2.667276165859373,2.871919455164627,0.7183291357193479,1,password
-6.5815206763810234,2074.4620860181467,477.39332453143805,0,3,2083.308638241467,1899.791736894344,-1.076624378856787,1,1,2,1.1179846065876835,2.689820529004057,0.0927173787661508,3.801053042815543,0.4036650124179782,0,normal
-6.204171889418935,412.7791368482359,222.54990238858116,9,6,990.9625481570232,188.99902048241063,2.6595022377455724,0,2,2,-2.3484199621979998,1.364828697286691,-0.8529156908398114,-0.396382945321284,0.6635056796465789,1,xss
-3.0006530401749685,1335.8848497705794,179.87057273252393,6,0,4501.343320386275,581.8236840640341,0.072380631948093,3,0,2,-0.1033972602585406,7.804823891615257,-2.068671504576433,-2.5651489321322805,-0.1270892466887488,0,normal
-8.036142912165111,1314.395462706308,94.49336798583396,12,12,3357.5554709784774,241.34497894670469,5.274823429006153,1,0,5,-0.5515900198434392,3.571508292523238,3.183030050619592,2.351849482351753,0.2843831590965185,1,dos
-9.762896808447158,567.119485488779,942.4142445582372,6,0,339.8491720038787,223.5833782545996,1.8871061168186287,1,1,0,-0.070872138748254,0.1413484671937377,-1.1211449080950628,1.5332504932643427,-0.6370404520443745,1,backdoor
-5.8394249498047905,1310.6277595375384,196.15764003508943,6,3,1713.7307664487898,311.10212324242303,-2.640222909675531,0,0,0,-3.5570505080736146,-0.4476213005375258,-0.7286131928628634,-0.8891749807540463,-0.7942037596540027,0,normal
-0.5124938117101753,639.7757270995814,885.7147146935828,9,0,833.6210302053811,1226.542659053375,0.1799801625066772,0,0,1,-2.437918473040803,2.0091669849889824,-0.0082745395086452,-2.6124014273112524,1.15976922855808,0,normal
-8.404585519183577,1394.7648992065504,643.5379256295906,0,3,543.7856314293418,1557.0119243001695,1.4047151258667974,2,1,2,1.8225079122972447,-1.8370208757956905,-1.9579840385268088,-0.1965751169261635,-0.9945151007237686,0,normal
-3.295653043865271,1087.1965437609288,562.0358002620035,6,0,52.573538072337655,1733.9044901383768,-1.035819303454411,1,0,1,-1.7312166674659286,3.5235642806425425,1.727062475133959,0.8196793277653642,0.4166619377573014,1,scanning
-11.085640940290466,339.2856607939938,200.1121862458424,0,15,976.8379622224808,2821.0049134678434,4.014774971325712,1,1,0,-0.7293581967495077,-0.0623571561325713,1.0096379329897274,0.3966945161809362,-0.3581307137819707,1,dos
-5.490506119995639,460.1314066492948,554.5788712834562,12,3,343.0454870424897,439.6204445131077,-0.8842815027300648,0,1,0,-1.8510205631986263,3.4502706915253984,-1.2925080099751882,-1.0176352636877035,1.0809695772946315,0,normal
-10.18784119757801,1674.8348907680866,244.7570661036149,0,3,2068.165786856832,1887.111834501176,-1.1819833002276374,0,0,3,-1.3632818002719345,2.369878757219963,-2.045490469120936,1.858580567699573,-1.684276943636593,0,normal
-4.166702998739245,540.0134703773537,697.4274181889069,0,9,1885.2556236662783,509.0074224220626,-3.2858730346414493,1,1,4,-2.843095712477132,1.6412703238936817,-0.3864870637776865,0.5462343592785244,-0.0511107967433397,0,normal
-4.179025837872597,364.72741075095416,380.9675444493775,0,6,1297.0754080381687,1149.18096425189,-2.9774737117142926,2,0,1,-0.6074216728725362,-1.3701263236701318,-0.961145288477358,-2.3040726474755084,-1.8499333040911523,0,normal
-11.85186579658165,67.55905037903564,660.4821300816068,0,0,744.6368465541842,1869.6987563565256,0.0618877052062087,4,0,2,-0.6756814635579668,-1.900382253524616,0.5224485011669869,3.3941846335936674,0.404618196420495,1,xss
-3.059232764681158,847.4565761371871,623.3491941880831,3,0,579.518003035921,251.8685297958081,-1.0749481270753865,1,1,3,-0.3967722058849408,-4.105370188061186,5.127769833330913,0.7749116198515615,-2.025650140952425,1,dos
-4.684138968908769,664.5896097266884,886.5754244207297,0,3,1163.2668280658238,354.57630049008355,-1.844161595044776,4,0,2,-0.9338303931774288,-1.2074072753169254,0.3252930381271186,-2.218036913771328,-0.3532888802596495,1,password
-9.062342469963463,1383.8211553296053,101.18646630524876,3,0,2058.633516361476,48.7738718065668,2.473335584294346,2,0,2,-4.029843504038952,2.110082492161336,-0.5551560675032825,0.5234468939459265,0.3928326753295774,0,normal
-9.050221854484464,980.76987043624,491.0788772194025,0,3,1828.8674952434092,1345.5840365893202,0.060417413038182,0,2,3,-0.4778285072337019,-2.9026559458630388,-0.6006214836814749,-1.7147494366725982,-0.5454137428998407,0,normal
-1.5855011591343593,2828.1424103178038,660.7578168384563,0,0,3147.489836202675,3299.797969914269,2.260911747220588,2,0,0,-4.326164057440004,3.9483779571973656,-2.8960851947487507,4.891010739041378,1.7125353990517662,0,normal
-8.544985302737931,867.476052779085,852.029111286343,3,3,1511.2603093205169,1246.8983107488834,-0.32017152180649,0,0,3,3.803756885928287,4.521146486287544,0.141561580883859,0.2400005256338293,0.8241600823012654,0,normal
-3.0698546074115263,1002.804058837936,724.2502487798295,0,9,2358.454479298024,344.7632040391033,-3.2925268643043437,0,2,0,-3.594160076553613,-0.5158547323224818,0.8594079907699606,1.5533325963595372,-1.471651842925194,0,normal
-10.001442616148896,696.3767182463665,706.4980227349811,0,3,681.823018776619,554.3831802657083,0.0998143705114569,0,2,0,0.0830030404291952,0.9698085477446788,3.0195597072805587,2.2188066905254145,0.3502047016686438,0,normal
-1.9946602700348395,1695.5599697876426,771.9406989471408,3,3,1589.3493582201136,1142.8431061079052,-2.8729817757967693,0,1,3,-0.5474146781283061,3.0834353506278704,-0.0635083958912148,1.345078560242822,1.373878314168359,0,normal
5.768688343532799,161.19071571239152,1115.4711442596183,3,6,396.1954579196364,693.9680108561266,2.650003768755295,2,2,1,-0.928556487027728,-0.7382130563750828,0.5016112509904901,2.4135262076549484,1.3079605947492354,0,normal
4.291100575852097,1445.2528621987678,492.9466619138395,12,0,570.0643407028624,919.2936596663036,0.4198515730945185,1,0,2,-0.3333450034764645,-2.312605110843765,0.3716439231952824,0.762144531461858,-0.0834029288430003,1,xss
9.46194826896065,1334.3858292692362,211.04247377441976,6,0,2269.8823865705585,1176.2279300078435,-1.3844631571075336,1,2,1,-2.5827985774184885,4.155685398592035,-0.9776359773537936,1.0091266441028224,-0.7070300399576513,0,normal
1.5704024100907392,1159.3275666551865,319.6607467336272,6,9,1485.5097488886636,496.49511227750736,-1.801813811142053,2,2,2,0.756322380987279,2.56966538732353,-0.495364236866578,-3.1124432270890785,-0.2426461358895594,0,normal
6.759771700948649,638.2424643953675,255.25912345162195,3,3,1363.3728590318815,652.5640763190498,-0.0809254257727938,2,0,1,2.707361839211045,-2.742409208147804,-3.746664242440509,-0.9590124436750376,0.4689001966654716,1,ddos
3.5188135093501405,365.1548130549791,67.81797854092699,3,12,1163.6787929735713,371.31653604815153,1.1829652043743992,0,1,5,0.4622502562384056,0.0233775942871945,2.279767882768927,-1.2236582755661638,0.2269219159134821,1,dos
1.944086346095172,1031.621544691286,84.61093001185884,0,6,3041.235627731057,295.18834396546146,1.949032251142294,3,0,2,4.462017940867805,4.308754314771799,2.7382200228921114,0.9741221412693942,0.1087444734155857,0,normal
